index,loc,locAKA,locWB,year,water.type,collector,station,lift,net.type,mesh.mm,mesh.in,spec,sample,fl,fl.thawed,wt,wt.thawed,wt.dressed,sex,mat,gonad.wt,gonad.prsrvd,oto.num,finclip,dnatissue,stomach.contents,stomach.prsvred,muscle.frozen,gillarch.frozen,life.hist,use,age,fecundity,egg.diam,lat,long,depthA,depthB,depth,net.len,net.height,wind.dir,wind.spd,temp.water,temp.air,sky,netset.time,netset.date,netlift.time,netlift.date,lake.zone,tag,remarks,edits
21652,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,87,870,na,6140,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,12-Aug-12,na,na,,
21653,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,88,790,na,5247,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,12-Aug-12,na,na,,
21654,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,89,640,na,1650,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,12-Aug-12,na,na,,
21655,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,90,670,na,2380,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,12-Aug-12,na,na,,
21656,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,91,780,na,4480,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21657,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,92,770,na,4762,na,na,na,na,na,na,1,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21658,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,93,600,na,2272,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21659,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,94,890,na,6734,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21660,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,95,680,na,2557,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21661,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,96,620,na,2480,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21662,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,97,690,na,3115,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21663,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,98,580,na,2175,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21664,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,99,740,na,3543,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21665,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,100,760,na,4650,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21666,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,101,650,na,2744,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21667,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,102,610,na,2275,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21668,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,103,870,na,6750,na,na,na,na,na,na,1,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21669,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,104,790,na,5653,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21670,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,105,810,na,6571,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21671,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,106,700,na,3741,na,na,na,na,na,na,1,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21672,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,107,910,na,7248,na,na,na,na,na,na,1,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21673,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,108,840,na,5848,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21674,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,109,750,na,3737,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21675,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,110,760,na,2814,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21676,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,111,780,na,3411,na,na,na,na,na,na,1,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21677,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,112,750,na,3339,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21678,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,113,670,na,3369,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21679,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,114,890,na,5134,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21680,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,115,670,na,3550,na,na,na,na,na,na,1,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21681,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,116,700,na,3505,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21682,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,117,790,na,5259,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21683,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,118,730,na,3991,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21684,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,119,760,na,3395,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21685,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,120,750,na,4215,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21686,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,121,610,na,2358,na,na,na,na,na,na,1,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21687,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,122,630,na,2478,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21688,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,123,890,na,7718,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21689,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,124,690,na,3335,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21690,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,125,740,na,3947,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21691,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,126,930,na,7085,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21692,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,127,840,na,6088,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21693,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,128,700,na,3150,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21694,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,129,700,na,3486,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21695,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,130,710,na,3810,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21696,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,131,640,na,2678,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21697,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,132,850,na,4052,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21698,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,133,820,na,4595,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21699,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,134,810,na,5306,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21700,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,135,720,na,3467,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21701,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,136,660,na,2975,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21702,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,137,630,na,2525,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21703,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,138,770,na,4115,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21704,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,139,800,na,5685,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21705,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,140,600,na,2159,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21706,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,141,700,na,3058,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21707,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,142,730,na,3249,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21708,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,143,580,na,1705,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21709,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,144,780,na,4022,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21710,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,145,570,na,1856,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21711,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,146,850,na,5645,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21712,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,147,600,na,2304,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21713,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,148,710,na,3048,na,na,na,na,na,na,1,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21714,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,149,740,na,2730,na,na,na,na,na,na,1,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21715,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,150,800,na,4571,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21716,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,151,700,na,3682,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21717,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,152,740,na,4590,na,na,na,na,na,na,1,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21718,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,153,600,na,1882,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21719,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,154,800,na,4922,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21720,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,155,780,na,4908,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21721,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,156,680,na,2796,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21722,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,157,890,na,7693,na,na,na,na,na,na,1,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21723,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,158,880,na,6450,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21724,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,159,800,na,4648,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21725,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,160,820,na,4482,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21726,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,161,710,na,3050,na,na,na,na,na,na,1,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21727,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,162,790,na,5110,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21728,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,163,770,na,4310,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21729,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,164,650,na,2526,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21730,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,165,610,na,2248,na,na,na,na,na,na,1,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21731,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,166,670,na,3019,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21732,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,167,670,na,3509,na,na,na,na,na,na,1,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21733,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,168,770,na,3535,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21734,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,169,780,na,4243,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21735,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,170,670,na,2926,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21736,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,171,670,na,2716,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21737,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,172,600,na,2196,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21738,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,173,840,na,5587,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21739,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,174,650,na,2608,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21740,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,175,710,na,3410,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21741,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,176,780,na,4787,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21742,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,177,660,na,3085,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21743,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,178,620,na,2399,na,na,na,na,na,na,1,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21744,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,179,730,na,3618,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21745,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,180,750,na,3726,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
21746,Naulineavik Lake,,PG008,2012,seawater,Pangnirtung Fish Plant,na,na,5,127,5,ARCH,181,670,na,3085,na,na,na,na,na,na,2,Y,N,na,na,na,na,na,P,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13-Aug-12,na,na,,
