index,loc,locAKA,locWB,year,water.type,collector,station,lift,net.type,mesh.mm,mesh.in,spec,sample,fl,fl.thawed,wt,wt.thawed,wt.dressed,sex,mat,gonad.wt,gonad.prsrvd,oto.num,finclip,dnatissue,stomach.contents,stomach.prsvred,muscle.frozen,gillarch.frozen,life.hist,use,age,fecundity,egg.diam,lat,long,depthA,depthB,depth,net.len,net.height,wind.dir,wind.spd,temp.water,temp.air,sky,netset.time,netset.date,netlift.time,netlift.date,lake.zone,tag,remarks,edits
5250,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,690,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5251,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,690,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5252,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,690,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5253,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,690,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5254,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,690,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5255,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,690,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5256,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,690,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5257,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,690,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5258,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,690,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5259,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,690,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5260,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,690,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5261,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,690,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5262,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,690,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5263,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,690,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5264,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,690,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5265,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,690,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5266,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,690,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5267,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,690,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5268,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,690,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5269,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,690,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5270,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,690,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5271,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,690,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5272,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,690,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5273,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,690,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5274,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,690,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5275,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,690,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5276,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,690,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5277,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,690,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5278,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,690,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5279,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,690,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5280,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,690,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5281,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,690,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5282,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,690,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5283,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,690,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5284,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,690,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5285,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,690,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5286,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,690,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5287,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5288,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5289,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5290,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5291,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5292,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5293,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5294,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5295,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5296,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5297,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5298,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5299,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5300,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5301,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5302,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5303,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5304,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5305,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5306,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5307,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5308,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5309,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5310,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5311,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5312,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5313,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5314,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5315,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5316,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5317,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5318,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5319,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5320,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5321,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5322,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5323,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5324,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5325,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5326,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5327,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5328,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5329,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5330,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5331,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5332,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5333,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5334,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5335,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5336,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5337,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5338,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5339,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5340,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5341,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5342,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5343,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5344,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5345,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,700,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
5346,Naulineavik Lake,,PG008,2006,na,Pangnirtung Fish Plant,na,na,na,na,na,ARCH,na,710,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ranaom paper file,
