ind_id,sex,maternal_parity,focal_id,focal_legnth,date_ymd,age_days,age_weeks_trunc,coat_color,bout_id,duration_adj_s,actor-receiver,behavior,overlap_id,drop_overlap,group_type,stability_group_type,behavior_type,event_type
BG1,F,PP,5BG1,600,6/22/16,107,15,DG,BG1-10,NA,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,6BG1,600,6/23/16,108,15,DG,BG1-11,10.517,BG1-BG,IHF,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,6BG1,600,6/23/16,108,15,DG,BG1-11,NA,BG1-BG,IHF,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,6BG1,600,6/23/16,108,15,DG,BG1-11,4.368,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,6BG1,600,6/23/16,108,15,DG,BG1-11,NA,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,6BG1,600,6/23/16,108,15,DG,BG1-11,251.426,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,6BG1,600,6/23/16,108,15,DG,BG1-11,NA,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,6BG1,600,6/23/16,108,15,DG,BG1-11,4.051,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,6BG1,600,6/23/16,108,15,DG,BG1-11,NA,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,6BG1,600,6/23/16,108,15,DG,BG1-11,90.175,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,6BG1,600,6/23/16,108,15,DG,BG1-11,NA,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,6BG1,600,6/23/16,108,15,DG,BG1-12,184.508,BG1-BG,IHE,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,6BG1,600,6/23/16,108,15,DG,BG1-12,NA,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,7BG1,569,6/24/16,109,15,DG,BG1-13,4.805,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,7BG1,569,6/24/16,109,15,DG,BG1-13,NA,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,7BG1,569,6/24/16,109,15,DG,BG1-13,16.747,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,7BG1,569,6/24/16,109,15,DG,BG1-13,NA,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,7BG1,569,6/24/16,109,15,DG,BG1-14,128.411,BG1-BG,IHOV,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,7BG1,569,6/24/16,109,15,DG,BG1-14,NA,BG1-BG,IHOV,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,7BG1,569,6/24/16,109,15,DG,BG1-14,8.084,BG1-BG,IHOV,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,7BG1,569,6/24/16,109,15,DG,BG1-14,NA,BG1-BG,IHOV,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,8BG1,600,6/24/16,109,15,DG,BG1-15,59.573,BG1-BG,INF,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,8BG1,600,6/24/16,109,15,DG,BG1-15,NA,BG1-BG,INF,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,8BG1,600,6/24/16,109,15,DG,BG1-15,36.453,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,8BG1,600,6/24/16,109,15,DG,BG1-15,NA,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,8BG1,600,6/24/16,109,15,DG,BG1-15,17.535,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,8BG1,600,6/24/16,109,15,DG,BG1-15,NA,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,8BG1,600,6/24/16,109,15,DG,BG1-15,68.75,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,8BG1,600,6/24/16,109,15,DG,BG1-15,NA,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,10BG1,600,6/24/16,109,15,DG,BG1-16,117.86,BG1-BG,IHF,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,10BG1,600,6/24/16,109,15,DG,BG1-16,NA,BG1-BG,IHF,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,10BG1,600,6/24/16,109,15,DG,BG1-16,415.202,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,10BG1,600,6/24/16,109,15,DG,BG1-16,NA,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,11BG1,600,6/25/16,110,15,DG,BG1-17,30.504,BG1-BG,IHF,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,11BG1,600,6/25/16,110,15,DG,BG1-17,NA,BG1-BG,IHF,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,11BG1,600,6/25/16,110,15,DG,BG1-18,71.623,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,11BG1,600,6/25/16,110,15,DG,BG1-18,NA,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,11BG1,600,6/25/16,110,15,DG,BG1-19,72.523,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,11BG1,600,6/25/16,110,15,DG,BG1-19,NA,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,11BG1,600,6/25/16,110,15,DG,BG1-19,4.884,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,11BG1,600,6/25/16,110,15,DG,BG1-19,NA,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,11BG1,600,6/25/16,110,15,DG,BG1-19,52.054,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,11BG1,600,6/25/16,110,15,DG,BG1-19,NA,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,12BG1,600,6/25/16,110,15,DG,BG1-20,482.709,BG1-BG,INF,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,12BG1,600,6/25/16,110,15,DG,BG1-20,NA,BG1-BG,INF,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,12BG1,600,6/25/16,110,15,DG,BG1-20,6.9,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,12BG1,600,6/25/16,110,15,DG,BG1-20,NA,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,12BG1,600,6/25/16,110,15,DG,BG1-20,55.971,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,12BG1,600,6/25/16,110,15,DG,BG1-20,NA,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,12BG1,600,6/25/16,110,15,DG,BG1-20,54.42,BG1-BG,INE,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,12BG1,600,6/25/16,110,15,DG,BG1-20,NA,BG1-BG,IN,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,14BG1,600,6/27/16,112,16,DG,BG1-23,12.751,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,14BG1,600,6/27/16,112,16,DG,BG1-23,NA,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,14BG1,600,6/27/16,112,16,DG,BG1-23,9.384,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,14BG1,600,6/27/16,112,16,DG,BG1-23,NA,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,14BG1,600,6/27/16,112,16,DG,BG1-24,66.89,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,14BG1,600,6/27/16,112,16,DG,BG1-24,NA,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,15BG1,600,6/27/16,112,16,DG,BG1-25,197.184,BG1-BG,INF,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,15BG1,600,6/27/16,112,16,DG,BG1-25,NA,BG1-BG,INF,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,15BG1,600,6/27/16,112,16,DG,BG1-25,2.767,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,15BG1,600,6/27/16,112,16,DG,BG1-25,NA,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,15BG1,600,6/27/16,112,16,DG,BG1-25,242.171,BG1-BG,IN,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,15BG1,600,6/27/16,112,16,DG,BG1-25,NA,BG1-BG,IN,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,15BG1,600,6/27/16,112,16,DG,BG1-25,3.683,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,15BG1,600,6/27/16,112,16,DG,BG1-25,NA,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,15BG1,600,6/27/16,112,16,DG,BG1-25,24.369,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,15BG1,600,6/27/16,112,16,DG,BG1-25,NA,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,15BG1,600,6/27/16,112,16,DG,BG1-25,124.695,BG1-BG,INE,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,15BG1,600,6/27/16,112,16,DG,BG1-25,NA,BG1-BG,IN,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,16BG1,600,7/1/16,116,16,BW,BG1-26,248.405,BG1-BG,IHF,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,16BG1,600,7/1/16,116,16,BW,BG1-26,NA,BG1-BG,IHF,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,16BG1,600,7/1/16,116,16,BW,BG1-26,1.782,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,16BG1,600,7/1/16,116,16,BW,BG1-26,NA,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,16BG1,600,7/1/16,116,16,BW,BG1-26,150.415,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,16BG1,600,7/1/16,116,16,BW,BG1-26,NA,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,16BG1,600,7/1/16,116,16,BW,BG1-26,4.634,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,16BG1,600,7/1/16,116,16,BW,BG1-26,NA,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,16BG1,600,7/1/16,116,16,BW,BG1-26,65.205,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,16BG1,600,7/1/16,116,16,BW,BG1-26,NA,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,16BG1,600,7/1/16,116,16,BW,BG1-26,3.484,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,16BG1,600,7/1/16,116,16,BW,BG1-26,NA,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,16BG1,600,7/1/16,116,16,BW,BG1-26,57.238,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,16BG1,600,7/1/16,116,16,BW,BG1-26,NA,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,16BG1,600,7/1/16,116,16,BW,BG1-26,9.918,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,16BG1,600,7/1/16,116,16,BW,BG1-26,NA,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,16BG1,600,7/1/16,116,16,BW,BG1-26,58.919,BG1-BG,IHE,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,16BG1,600,7/1/16,116,16,BW,BG1-26,NA,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,17BG1,600,7/2/16,117,16,BW,BG1-27,91.256,BG1-BG,INF,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,17BG1,600,7/2/16,117,16,BW,BG1-27,NA,BG1-BG,INF,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,17BG1,600,7/2/16,117,16,BW,BG1-27,49.705,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,17BG1,600,7/2/16,117,16,BW,BG1-27,NA,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,17BG1,600,7/2/16,117,16,BW,BG1-27,4.917,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,17BG1,600,7/2/16,117,16,BW,BG1-27,NA,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,17BG1,600,7/2/16,117,16,BW,BG1-27,8.017,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,17BG1,600,7/2/16,117,16,BW,BG1-27,NA,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,17BG1,600,7/2/16,117,16,BW,BG1-27,10.101,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,17BG1,600,7/2/16,117,16,BW,BG1-27,NA,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,17BG1,600,7/2/16,117,16,BW,BG1-28,3.898,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,17BG1,600,7/2/16,117,16,BW,BG1-28,NA,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,17BG1,600,7/2/16,117,16,BW,BG1-28,53.907,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,17BG1,600,7/2/16,117,16,BW,BG1-28,NA,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,17BG1,600,7/2/16,117,16,BW,BG1-29,18.901,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,17BG1,600,7/2/16,117,16,BW,BG1-29,NA,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,17BG1,600,7/2/16,117,16,BW,BG1-29,4.968,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,17BG1,600,7/2/16,117,16,BW,BG1-29,NA,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,18BG1,600,7/4/16,119,17,BW,BG1-30,600,BG1-BG,INF,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,18BG1,600,7/4/16,119,17,BW,BG1-30,NA,BG1-BG,INF,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,19BG1,600,7/8/16,123,17,BW,BG1-31,18.669,BG1-BG,FGS,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,19BG1,600,7/8/16,123,17,BW,BG1-31,NA,BG1-BG,FGS,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,19BG1,600,7/8/16,123,17,BW,BG1-32,5.719,BG1-BG,FG,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,19BG1,600,7/8/16,123,17,BW,BG1-32,NA,BG1-BG,FG,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,19BG1,600,7/8/16,123,17,BW,BG1-32,15.118,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,19BG1,600,7/8/16,123,17,BW,BG1-32,NA,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,19BG1,600,7/8/16,123,17,BW,BG1-32,6.001,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,19BG1,600,7/8/16,123,17,BW,BG1-32,NA,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,19BG1,600,7/8/16,123,17,BW,BG1-32,8.748,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,19BG1,600,7/8/16,123,17,BW,BG1-32,NA,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,19BG1,600,7/8/16,123,17,BW,BG1-32,59.874,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,19BG1,600,7/8/16,123,17,BW,BG1-32,NA,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,20BG1,600,7/8/16,123,17,BW,BG1-33,600,BG1-BG,IHF,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,20BG1,600,7/8/16,123,17,BW,BG1-33,NA,BG1-BG,IHF,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,21BG1,600,7/9/16,124,17,BW,BG1-34,600,BG1-BG,INF,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,21BG1,600,7/9/16,124,17,BW,BG1-34,NA,BG1-BG,INF,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,22BG1,600,7/11/16,126,18,BW,BG1-35,155.598,BG1-BG,IHF,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,22BG1,600,7/11/16,126,18,BW,BG1-35,NA,BG1-BG,IHF,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,22BG1,600,7/11/16,126,18,BW,BG1-35,21.834,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,22BG1,600,7/11/16,126,18,BW,BG1-35,NA,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,22BG1,600,7/11/16,126,18,BW,BG1-35,298.076,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,22BG1,600,7/11/16,126,18,BW,BG1-35,NA,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,22BG1,600,7/11/16,126,18,BW,BG1-35,3,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,22BG1,600,7/11/16,126,18,BW,BG1-35,NA,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,22BG1,600,7/11/16,126,18,BW,BG1-35,115.21,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,22BG1,600,7/11/16,126,18,BW,BG1-35,NA,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,22BG1,600,7/11/16,126,18,BW,BG1-35,6.282,BG1-BG,IHF,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,22BG1,600,7/11/16,126,18,BW,BG1-35,NA,BG1-BG,IHF,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,24BG1,595,7/14/16,129,18,BW,BG1-36,2.967,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,24BG1,595,7/14/16,129,18,BW,BG1-36,NA,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,24BG1,595,7/14/16,129,18,BW,BG1-36,10.768,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,24BG1,595,7/14/16,129,18,BW,BG1-36,NA,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,24BG1,595,7/14/16,129,18,BW,BG1-37,11.101,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,24BG1,595,7/14/16,129,18,BW,BG1-37,NA,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,24BG1,595,7/14/16,129,18,BW,BG1-37,45.184,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,24BG1,595,7/14/16,129,18,BW,BG1-37,NA,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,24BG1,595,7/14/16,129,18,BW,BG1-37,21.388,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,24BG1,595,7/14/16,129,18,BW,BG1-37,NA,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,24BG1,595,7/14/16,129,18,BW,BG1-37,15.302,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,24BG1,595,7/14/16,129,18,BW,BG1-37,NA,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,24BG1,595,7/14/16,129,18,BW,BG1-37,47.42,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,24BG1,595,7/14/16,129,18,BW,BG1-37,NA,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,25BG1,598,7/15/16,130,18,BW,BG1-38,1.967,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,25BG1,598,7/15/16,130,18,BW,BG1-38,NA,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,25BG1,598,7/15/16,130,18,BW,BG1-38,47.686,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,25BG1,598,7/15/16,130,18,BW,BG1-38,NA,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,25BG1,598,7/15/16,130,18,BW,BG1-39,282.172,BG1-BG,IHE,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,25BG1,598,7/15/16,130,18,BW,BG1-39,NA,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,26BG1,600,7/16/16,131,18,BW,BG1-40,10.832,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,26BG1,600,7/16/16,131,18,BW,BG1-40,NA,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,26BG1,600,7/16/16,131,18,BW,BG1-41,3.917,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,26BG1,600,7/16/16,131,18,BW,BG1-41,NA,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,26BG1,600,7/16/16,131,18,BW,BG1-41,70.74,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,26BG1,600,7/16/16,131,18,BW,BG1-41,NA,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,26BG1,600,7/16/16,131,18,BW,BG1-41,5.6,BG1-BG,FG,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,26BG1,600,7/16/16,131,18,BW,BG1-41,NA,BG1-BG,FG,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,26BG1,600,7/16/16,131,18,BW,BG1-41,2.332,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,26BG1,600,7/16/16,131,18,BW,BG1-41,NA,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,26BG1,600,7/16/16,131,18,BW,BG1-41,13.235,BG1-BG,INE,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,26BG1,600,7/16/16,131,18,BW,BG1-41,NA,BG1-BG,IN,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,27BG1,600,7/16/16,131,18,BW,BG1-42,571.649,BG1-BG,INF,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,27BG1,600,7/16/16,131,18,BW,BG1-42,NA,BG1-BG,INF,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,27BG1,600,7/16/16,131,18,BW,BG1-42,3.233,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,27BG1,600,7/16/16,131,18,BW,BG1-42,NA,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,27BG1,600,7/16/16,131,18,BW,BG1-42,25.118,BG1-BG,IHE,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,27BG1,600,7/16/16,131,18,BW,BG1-42,NA,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,28BG1,600,7/18/16,133,19,BW,BG1-43,69.773,BG1-BG,IHF,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,28BG1,600,7/18/16,133,19,BW,BG1-43,NA,BG1-BG,IHF,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,28BG1,600,7/18/16,133,19,BW,BG1-43,67.756,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,28BG1,600,7/18/16,133,19,BW,BG1-43,NA,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,28BG1,600,7/18/16,133,19,BW,BG1-43,11.835,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,28BG1,600,7/18/16,133,19,BW,BG1-43,NA,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,28BG1,600,7/18/16,133,19,BW,BG1-43,450.636,BG1-BG,INE,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,28BG1,600,7/18/16,133,19,BW,BG1-43,NA,BG1-BG,IN,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,30BG1,569,7/21/16,136,19,BW,BG1-44,12.701,BG1-BG,INF,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,30BG1,569,7/21/16,136,19,BW,BG1-44,NA,BG1-BG,INF,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,30BG1,569,7/21/16,136,19,BW,BG1-44,3.368,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,30BG1,569,7/21/16,136,19,BW,BG1-44,NA,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,30BG1,569,7/21/16,136,19,BW,BG1-44,8.016,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,30BG1,569,7/21/16,136,19,BW,BG1-44,NA,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,30BG1,569,7/21/16,136,19,BW,BG1-45,18.438,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,30BG1,569,7/21/16,136,19,BW,BG1-45,NA,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,30BG1,569,7/21/16,136,19,BW,BG1-45,3.081,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State start
BG1,F,PP,30BG1,569,7/21/16,136,19,BW,BG1-45,NA,BG1-BG,IH,no_overlap,N,multi,UMM,mat_han,State stop
BG1,F,PP,30BG1,569,7/21/16,136,19,BW,BG1-45,3.319,BG1-BG,IC,no_overlap,N,multi,UMM,mat_han,State start
