hexane,saline,treatment,1,22.8,14.3,7.8,8.4,10,9.9,9.8,14,12.4,14.3,20.8,29.1,33.5,40.4,39.7,43.2,45.9,51.5,54.3,59.2
hexane,saline,treatment,2,15.7,5.7,0,-5.7,-1.7,-6.6,-5.3,-4.6,-6.3,-6.3,-2.7,-1.3,7.6,10.4,9.9,10,9.4,11.7,12.8,9.5
hexane,saline,treatment,3,16.3,5.8,2.4,-1.6,1.1,-0.8,0.7,4,4.6,5.2,12.9,14.1,27.6,36.3,40,44.4,47.65,50.9,55.3,73.3
toluene,brackish,sterile,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
toluene,brackish,sterile,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
toluene,brackish,sterile,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
toluene,brackish,treatment,1,26.2,16.3,21.8,34.5,30.4,29,30.8,42.2,46.5,53.8,89.1,92.3,104.3,114.5,130.7,146.9,155.4,166,182,197.8
toluene,brackish,treatment,2,26.9,17.6,13.4,13.7,14.7,10.9,12.5,24.3,31.8,54.8,97,103.2,108.4,123.3,132.9,141.5,159.2,165.4,179.8,166.4
toluene,brackish,treatment,3,22.8,19,11.8,12.8,13.3,9,9.2,8.6,8.7,8.8,11,3.5,19.6,24.6,25.2,25.8,26.4,29.8,33,33.6
toluene,fresh,sterile,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
toluene,fresh,sterile,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
toluene,fresh,sterile,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
toluene,fresh,treatment,1,24.3,13.4,16.7,17.1,17.5,16.8,19.4,23.1,24.45,25.8,32.4,38.7,43.4,50.4,50.1,54.3,59.8,63.95,68.1,69
toluene,fresh,treatment,2,23.2,13.5,14,18.5,16.75,15,16.7,20.5,20.95,21.4,28.9,35,41.3,45,51.6,54.9,61.4,63.75,66.1,69.3
toluene,fresh,treatment,3,21.6,13,7,4.2,5.9,1.6,2.9,3.8,1.5,2.6,3.4,7.3,12.4,14.3,13.3,13.2,13.2,15.3,16.4,13.4
toluene,saline,sterile,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
toluene,saline,sterile,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
toluene,saline,sterile,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
toluene,saline,treatment,1,17.5,8.5,5.1,3.3,6.1,3.8,4.8,16.4,16.4,20.5,28,34.7,40.3,49.3,56.9,42.6,59.55,76.5,110.4,134.3
toluene,saline,treatment,2,18.7,8.2,3.5,0.4,0.45,0.5,2.6,8.9,7.9,13.7,20,31.9,37,52.3,52.4,59.8,73.65,87.5,98,124.5
toluene,saline,treatment,3,25.7,20.9,12.1,13.1,16.1,12.3,13.4,17,16.2,19.4,28.7,36.2,43.1,51.3,51.7,60.5,74.3,88,105.3,145.6
unamended,brackish,media_only,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
unamended,brackish,media_only,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
unamended,brackish,media_only,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
unamended,brackish,unamended,1,6.1,7.8,5.4,3.5,4.4,2.4,NA,5.7,4.1,5.4,10.5,13.5,19.4,22.8,24.5,22.8,26.1,27.2,31.8,35.5
unamended,brackish,unamended,2,6.6,6.6,6.6,3.6,6.2,3.2,7.6,12.3,12.1,16.2,28.5,33.4,40.9,45.1,46.35,47.6,47.8,49.95,52.1,54.2
unamended,brackish,unamended,3,17.5,9.5,4.7,4.4,4,4,4,6.3,4.2,6.1,7.1,11.35,15.6,20,24.4,27.2,31.4,35.8,37.1,42.9
unamended,fresh,media_only,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
unamended,fresh,media_only,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
unamended,fresh,media_only,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
unamended,fresh,unamended,1,6.6,6.6,22.7,36.2,30.3,36.7,34.9,43,41.2,48.3,56.1,58.65,61.2,67.8,63.8,65.5,68.2,72.5,74.1,82.6
unamended,fresh,unamended,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
unamended,fresh,unamended,3,17.1,7.5,6.3,5.6,8.1,12.4,25.6,33.75,41.9,50.3,62.6,81.4,92,103.6,116.9,130.2,143.5,157.9,163.2,188.3
unamended,saline,media_only,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
unamended,saline,media_only,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
unamended,saline,media_only,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
unamended,saline,unamended,1,12.9,2.6,-1.7,-9,-4.2,-9.2,-7.7,-7.4,-9.2,-9.6,-7.2,-3.2,3.1,6.2,5.7,5,4.9,7.1,9.3,6.5
unamended,saline,unamended,2,14.5,4.7,0.2,-5.8,-1.2,-5.3,-3.4,0.5,1.3,5.1,10.9,16.7,23.6,33.7,35,35.1,42.3,45,50.8,66.4
unamended,saline,unamended,3,12,1.5,-2.2,-9.6,-4.5,-8.6,-6.8,-4.1,-6,-2.5,1.3,8.2,17.2,23.1,22.9,24,25.8,27.2,28.6,26.6
